Series Name,Match Date,Team1,Team1Runs,Team1WicketsFell,Team1ExtrasRec,Team2,Team2Runs,Team2WicketsFell,Team2ExtrasRec,Venue,Country,TossWinner,TossWinnerChoice,Match Winner,Match Result Text,MOM Player,Team1 Playing 11,Team2 Playing 11,Debut Players
"Gulf Cricket T20I Championship Bahrain, Kuwait, Oman, Qatar, Saudi Arabia, United Arab Emirates in Qatar - 2023 (2023)",23-09-2023,U.A.E.,163,5,6,Oman,164,5,3,Doha,Qatar,U.A.E.,bat,Oman,Oman won by 5 wickets (with 4 balls remaining),87469,"['111108', '108314', '104989', '53424', '95022', '106969', '107318', '108302', '106639', '58886', '114456']","['110059', '96346', '87469', '110058', '88971', '45702', '83379', '104609', '72863', '61627', '87127']",[]
"Malaysia Tri-Nation T20I Series Hong Kong, Malaysia, Papua New Guinea - 2023 (2023)",24-09-2023,Hong Kong,89,9,5,P.N.G.,90,9,6,Kuala Lumpur,Malaysia,P.N.G.,bowl,P.N.G.,P.N.G. won by 1 wicket (with 8 balls remaining),94956,"['56923', '70976', '66838', '110262', '84791', '94956', '45646', '104182', '56966', '70979', '79523']","['52584', '71461', '61866', '47469', '55134', '71459', '65887', '65883', '114770', '111182', '100456']",[]
Asian Games Men's Cricket Competition in China - 2023 (2023),27-09-2023,Nepal,314,3,29,Mongolia,41,10,23,Hangzhou,China,Mongolia,bowl,Nepal,Nepal won by 273 runs,,"['79287', '94925', '102117', '95873', '79281', '74675', '79527', '89165', '94919', '108705', '103764']","['115930', '115933', '115931', '115925', '115935', '115927', '115929', '115920', '115928', '115934', '115932']","['115933', '115933', '115935', '115935', '115931', '115931', '115928', '115928', '115925', '115925', '115920', '115920', '115929', '115929', '115930', '115930', '115927', '115927', '115934', '115934', '115932', '115932']"
Asian Games Men's Cricket Competition in China - 2023 (2023),27-09-2023,Cambodia,125,7,16,Japan,126,7,11,Hangzhou,China,Cambodia,bat,Japan,Japan won by 3 wickets (with 11 balls remaining),,"['102014', '56820', '113874', '73409', '114923', '97301', '60071', '54976', '114568', '52951', '71667']","['113484', '68412', '61172', '113483', '95193', '113476', '113482', '86985', '68413', '113479', '113477']","['71667', '71667', '52951', '52951']"
Asian Games Men's Cricket Competition in China - 2023 (2023),28-09-2023,Malaysia,160,8,9,Singapore,87,10,13,Hangzhou,China,Singapore,bowl,Malaysia,Malaysia won by 73 runs,,"['81607', '84057', '92743', '52966', '71052', '97003', '71041', '74681', '67793', '59750', '71042']","['62223', '77697', '53025', '52986', '68255', '105063', '53619', '89983', '94209', '94201', '77701']",[]
Asian Games Men's Cricket Competition in China - 2023 (2023),28-09-2023,Mongolia,60,9,16,Maldives,62,1,8,Hangzhou,China,Maldives,bowl,Maldives,Maldives won by 9 wickets (with 80 balls remaining),,"['115930', '115933', '115931', '115925', '115935', '115927', '115929', '115920', '115928', '115934', '115932']","['64169', '115941', '62005', '115937', '106967', '115938', '115940', '104233', '78091', '104235', '115942']","['115941', '115941', '104233', '104233', '115937', '115937', '64169', '64169', '115938', '115938', '115940', '115940', '104235', '104235', '115942', '115942']"
"Men's T20 World Cup Sub Regional Asia Qualifier A Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2023 (2023/24)",28-09-2023,Qatar,123,6,10,Kuwait,124,3,6,Doha,Qatar,Kuwait,bowl,Kuwait,Kuwait won by 7 wickets (with 26 balls remaining),61175,"['106396', '106999', '61074', '97108', '94985', '71021', '115816', '110507', '115814', '106997', '115812']","['104173', '61175', '114904', '107566', '79361', '105796', '107575', '112933', '57351', '112934', '105795']","['115816', '115816']"
"Men's T20 World Cup Sub Regional Asia Qualifier A Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2023 (2023/24)",28-09-2023,Saudi Arabia,172,5,1,Maldives,110,7,4,Doha,Qatar,Saudi Arabia,bat,Saudi Arabia,Saudi Arabia won by 62 runs,70981,"['59737', '114909', '113993', '115820', '114908', '70981', '110514', '113988', '113987', '110513', '104241']","['102139', '76725', '61043', '65740', '67351', '65714', '70683', '102174', '76721', '60126', '105732']","['61043', '61043', '60126', '60126', '114909', '114909']"
Asian Games Men's Cricket Competition in China - 2023 (2023),29-09-2023,Cambodia,70,10,11,Hong Kong,75,1,1,Hangzhou,China,Hong Kong,bowl,Hong Kong,Hong Kong won by 9 wickets (with 85 balls remaining),,"['102014', '113874', '56820', '73409', '60071', '114923', '97301', '54976', '114568', '71667', '52951']","['56923', '70976', '66838', '45646', '84791', '110262', '70979', '79523', '56966', '94956', '104182']",[]
Asian Games Men's Cricket Competition in China - 2023 (2023),29-09-2023,Singapore,152,8,7,Thailand,53,10,5,Hangzhou,China,Singapore,bat,Singapore,Singapore won by 99 runs,,"['62223', '77697', '52986', '68255', '53619', '89983', '105063', '105061', '53025', '77701', '94201']","['107590', '104224', '104218', '104222', '112474', '53009', '97113', '104216', '112478', '95009', '112476']",[]
"Men's T20 World Cup Sub Regional Asia Qualifier A Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2023 (2023/24)",29-09-2023,Maldives,100,7,8,Kuwait,103,3,5,Doha,Qatar,Kuwait,bowl,Kuwait,Kuwait won by 7 wickets (with 46 balls remaining),104173,"['102139', '76725', '61043', '65740', '67351', '70683', '65714', '102174', '76721', '105732', '65734']","['104173', '61175', '114904', '107566', '57351', '79361', '105796', '107575', '112934', '112933', '105795']",[]
"Men's T20 World Cup Sub Regional Asia Qualifier A Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2023 (2023/24)",29-09-2023,Qatar,109,10,9,Saudi Arabia,110,6,3,Doha,Qatar,Qatar,bat,Saudi Arabia,Saudi Arabia won by 4 wickets (with 2 balls remaining),70981,"['106396', '106999', '61074', '97108', '115813', '106997', '94985', '110507', '115812', '115814', '114185']","['59737', '79323', '113993', '114908', '115820', '70981', '110514', '113988', '104241', '115819', '110513']",[]
Estonia in Gibraltar  - 2023 (2023),30-09-2023,Estonia,149,6,10,Gibraltar,151,8,9,Gibraltar,Gibraltar,Gibraltar,bowl,Gibraltar,Gibraltar won by 2 wickets (with 1 ball remaining),109868,"['112394', '115948', '83825', '115949', '115950', '115955', '115951', '105027', '115952', '65250', '112788']","['93957', '109868', '62850', '65881', '59806', '109870', '103389', '112016', '103309', '52739', '109867']","['115948', '115948', '115949', '115949', '115950', '115950', '115951', '115951', '115952', '115952', '115955', '115955']"
"ICC Men's T20 World Cup Americas Region Final Bermuda, Canada, Cayman Islands, Panama in Bermuda - 2023 (2023/24)",30-09-2023,Bermuda,181,9,10,Canada,95,10,3,Hamilton,Bermuda,Canada,bowl,Bermuda,Bermuda won by 86 runs,57721,"['57721', '57707', '52905', '70914', '106213', '72553', '110663', '102188', '56873', '72555', '95171']","['112596', '80083', '80445', '61997', '84169', '52369', '56872', '57366', '108046', '58923', '51014']","['95171', '95171', '102188', '102188', '108046', '108046']"
Estonia in Gibraltar  - 2023 (2023),30-09-2023,Gibraltar,159,10,11,Estonia,160,2,12,Gibraltar,Gibraltar,Estonia,bowl,Estonia,Estonia won by 8 wickets (with 22 balls remaining),115950,"['93957', '109868', '62850', '65881', '59806', '109870', '112016', '103389', '109867', '103309', '52739']","['83825', '112394', '115950', '115955', '115951', '115948', '115952', '105027', '65250', '115953', '112788']","['115953', '115953']"
"ICC Men's T20 World Cup Americas Region Final Bermuda, Canada, Cayman Islands, Panama in Bermuda - 2023 (2023/24)",30-09-2023,Panama,85,8,12,Cayman Is,88,3,6,Hamilton,Bermuda,Panama,bat,Cayman Is,Cayman Is won by 7 wickets (with 33 balls remaining),58441,"['56611', '105172', '115896', '105180', '105168', '115898', '114639', '114642', '110676', '103702', '105171']","['52891', '111929', '106214', '115890', '114638', '48722', '63107', '49655', '58441', '115892', '55168']","['115890', '115890', '115898', '115898', '115896', '115896', '115892', '115892']"
Asian Games Men's Cricket Competition in China - 2023 (2023),01-10-2023,Nepal,212,7,12,Maldives,74,10,10,Hangzhou,China,Nepal,bat,Nepal,Nepal won by 138 runs,,"['79287', '94925', '61652', '103764', '108705', '95873', '102117', '79281', '74675', '94919', '89165']","['64169', '115941', '104233', '106967', '115942', '62005', '78091', '104235', '115937', '115938', '115940']",[]
Asian Games Men's Cricket Competition in China - 2023 (2023),01-10-2023,Japan,127,10,9,Hong Kong,133,5,1,Hangzhou,China,Hong Kong,bowl,Hong Kong,Hong Kong won by 5 wickets (with 7 balls remaining),,"['113484', '68412', '61172', '113483', '95193', '103534', '113482', '113476', '68413', '113479', '113477']","['56923', '70976', '66838', '110262', '94956', '84791', '45646', '70979', '56966', '79523', '104182']",[]
"Men's T20 World Cup Sub Regional Asia Qualifier A Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2023 (2023/24)",01-10-2023,Maldives,121,9,12,Qatar,125,1,6,Doha,Qatar,Qatar,bowl,Qatar,Qatar won by 9 wickets (with 58 balls remaining),106396,"['102139', '76725', '65740', '61043', '76721', '67351', '70683', '65714', '102174', '105731', '65734']","['106396', '115816', '97108', '115811', '115812', '106997', '94985', '106999', '115813', '110507', '61074']",[]
"Men's T20 World Cup Sub Regional Asia Qualifier A Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2023 (2023/24)",01-10-2023,Kuwait,174,9,11,Saudi Arabia,175,7,11,Doha,Qatar,Kuwait,bat,Saudi Arabia,Saudi Arabia won by 3 wickets (with 2 balls remaining),79323,"['104173', '61175', '114904', '107566', '79361', '107575', '57351', '105796', '112933', '112934', '105795']","['59737', '79323', '114908', '113993', '115820', '70981', '110514', '113988', '115819', '110513', '104241']",[]
"ICC Men's T20 World Cup Americas Region Final Bermuda, Canada, Cayman Islands, Panama in Bermuda - 2023 (2023/24)",01-10-2023,Panama,90,8,8,Bermuda,91,3,4,Hamilton,Bermuda,Panama,bat,Bermuda,Bermuda won by 7 wickets (with 37 balls remaining),57707,"['115896', '105172', '105180', '56611', '105168', '110676', '114639', '110673', '114642', '105171', '103704']","['57721', '57707', '52905', '70914', '110663', '72553', '106213', '102188', '56873', '72555', '95171']","['110673', '110673']"
"ICC Men's T20 World Cup Americas Region Final Bermuda, Canada, Cayman Islands, Panama in Bermuda - 2023 (2023/24)",01-10-2023,Canada,194,6,5,Cayman Is,86,10,5,Hamilton,Bermuda,Canada,bat,Canada,Canada won by 108 runs,84169,"['112596', '80083', '61997', '84169', '80445', '56872', '57366', '95122', '58923', '51014', '52369']","['52891', '111929', '106214', '115890', '114638', '55168', '115892', '63107', '49655', '58439', '58441']",[]
African Games in Ghana - 2024 (2023/24),23-03-2024,Uganda,206,6,16,Kenya,100,9,15,Accra,Ghana,Uganda,bat,Uganda,Uganda won by 106 runs,98579,"['49195', '66273', '115108', '75965', '86017', '104950', '98580', '98579', '102781', '60487', '104949']","['21463', '69307', '53171', '50293', '98597', '53203', '61834', '63485', '68249', '113058', '117149']",[]
Asian Games Men's Cricket Competition in China - 2023 (2023),02-10-2023,Malaysia,268,4,22,Thailand,74,9,5,Hangzhou,China,Malaysia,bat,Malaysia,Malaysia won by 194 runs,,"['81607', '84057', '92743', '71052', '71041', '59750', '52966', '74681', '67793', '97003', '71042']","['104216', '107590', '104218', '104222', '53009', '97113', '112474', '112478', '113383', '95009', '112476']","['113383', '113383']"
"Men's T20 World Cup Sub Regional Asia Qualifier A Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2023 (2023/24)",02-10-2023,Qatar,129,6,7,Kuwait,130,5,6,Doha,Qatar,Kuwait,bowl,Kuwait,Kuwait won by 5 wickets (with 23 balls remaining),61175,"['61074', '106396', '115816', '97108', '71021', '115813', '106997', '110507', '106999', '115812', '115811']","['104173', '61175', '114904', '107566', '57351', '79361', '107575', '112933', '105795', '115970', '112934']","['115970', '115970']"
"Men's T20 World Cup Sub Regional Asia Qualifier A Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2023 (2023/24)",02-10-2023,Maldives,76,10,7,Saudi Arabia,78,1,2,Doha,Qatar,Maldives,bat,Saudi Arabia,Saudi Arabia won by 9 wickets (with 73 balls remaining),79323,"['102139', '76725', '65740', '61043', '67351', '65714', '70683', '102174', '76721', '105732', '65734']","['79323', '114908', '114909', '113987', '59737', '113988', '70981', '115820', '113992', '104241', '110514']",[]
Asian Games Men's Cricket Competition in China - 2023 (2023),03-10-2023,India,202,4,8,Nepal,179,9,12,Hangzhou,China,India,bat,India,India won by 23 runs,,"['102743', '95094', '104396', '75347', '74975', '75591', '94051', '75311', '104770', '73507', '101430']","['79287', '94925', '102117', '95873', '79281', '103764', '74675', '108705', '79527', '89165', '94919']","['75347', '94051']"
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",12-10-2023,Ghana,54,10,5,Rwanda,58,1,8,Lagos,Nigeria,Ghana,bat,Rwanda,Rwanda won by 9 wickets (with 82 balls remaining),109780,"['65362', '98607', '58544', '98599', '98601', '96940', '68493', '53239', '98608', '103135', '115973']","['102721', '56713', '97081', '103210', '110311', '109780', '102726', '115971', '110317', '103212', '79815']","['103135', '103135']"
Asian Games Men's Cricket Competition in China - 2023 (2023),03-10-2023,Pakistan,160,10,5,Hong Kong,92,10,7,Hangzhou,China,Hong Kong,bowl,Pakistan,Pakistan won by 68 runs,,"['101451', '113015', '97014', '104282', '105502', '75215', '64412', '113080', '79145', '112957', '101672']","['56923', '70976', '66838', '110262', '84791', '94956', '79523', '45646', '104182', '70979', '56966']","['113080', '113080', '113015', '101451', '105502', '97014', '112957']"
"ICC Men's T20 World Cup Americas Region Final Bermuda, Canada, Cayman Islands, Panama in Bermuda - 2023 (2023/24)",03-10-2023,Canada,230,4,12,Panama,67,10,5,Hamilton,Bermuda,Canada,bat,Canada,Canada won by 163 runs,112596,"['112596', '80083', '61997', '84169', '95122', '80445', '52369', '57366', '56872', '58923', '51014']","['115896', '105172', '105180', '56611', '110676', '114642', '105168', '115897', '115898', '114639', '103702']","['115897', '115897']"
"ICC Men's T20 World Cup Americas Region Final Bermuda, Canada, Cayman Islands, Panama in Bermuda - 2023 (2023/24)",03-10-2023,Bermuda,176,6,10,Cayman Is,123,8,7,Hamilton,Bermuda,Bermuda,bat,Bermuda,Bermuda won by 53 runs,72555,"['57721', '57707', '52905', '70914', '110663', '72553', '102188', '72555', '56873', '106213', '95171']","['115890', '111929', '52891', '106214', '114638', '49655', '48722', '63107', '58439', '58441', '55168']",[]
Asian Games Men's Cricket Competition in China - 2023 (2023),04-10-2023,Afghanistan,116,10,10,Sri Lanka,108,10,8,Hangzhou,China,Sri Lanka,bowl,Afghanistan,Afghanistan won by 8 runs,,"['103792', '60436', '53606', '70962', '57022', '79163', '70961', '60460', '84117', '67750', '74917']","['105917', '93013', '96014', '73497', '89075', '74755', '107550', '85185', '102870', '95313', '88945']","['85185', '74755', '93013', '95313', '96014', '107550', '73497', '70962', '105917', '102870']"
Asian Games Men's Cricket Competition in China - 2023 (2023),04-10-2023,Bangladesh,116,5,7,Malaysia,114,8,11,Hangzhou,China,Bangladesh,bat,Bangladesh,Bangladesh won by 2 runs,,"['102020', '103806', '74117', '80555', '87075', '91163', '80669', '92089', '102030', '104004', '110070']","['81607', '84057', '92743', '52966', '71052', '97003', '71041', '74681', '67793', '59750', '71042']","['80669', '103806', '92089', '110070', '91163', '104004']"
"Men's T20 World Cup Sub Regional Asia Qualifier A Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2023 (2023/24)",04-10-2023,Maldives,83,6,3,Kuwait,84,2,5,Doha,Qatar,Kuwait,bowl,Kuwait,Kuwait won by 8 wickets (with 73 balls remaining),104173,"['102139', '76725', '67351', '61043', '65740', '70683', '65714', '102174', '105732', '65734', '76721']","['104173', '61175', '114904', '79361', '112934', '114903', '57351', '107566', '107575', '112933', '105073']","['105073', '105073']"
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",04-10-2023,Nigeria,127,8,15,Rwanda,73,10,6,Lagos,Nigeria,Nigeria,bat,Nigeria,Nigeria won by 54 runs,110309,"['96952', '71168', '59808', '103521', '102144', '71165', '110304', '102143', '110023', '103139', '110309']","['103210', '56713', '97081', '102721', '109780', '79815', '103212', '115971', '102726', '110317', '110312']","['97081', '97081', '115971', '115971']"
"Men's T20 World Cup Sub Regional Asia Qualifier A Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2023 (2023/24)",04-10-2023,Qatar,168,3,7,Saudi Arabia,170,3,10,Doha,Qatar,Qatar,bat,Saudi Arabia,Saudi Arabia won by 7 wickets (with 9 balls remaining),114908,"['106396', '61074', '97108', '94985', '115813', '115811', '115816', '114185', '106997', '110507', '115812']","['59737', '79323', '114908', '114909', '115820', '110513', '70981', '115819', '113988', '104241', '110514']",[]
"ICC Men's T20 World Cup Americas Region Final Bermuda, Canada, Cayman Islands, Panama in Bermuda - 2023 (2023/24)",04-10-2023,Canada,196,5,9,Cayman Is,30,10,12,Hamilton,Bermuda,Canada,bat,Canada,Canada won by 166 runs,61997,"['112596', '80083', '61997', '84169', '80445', '95122', '56872', '57366', '58923', '52369', '100953']","['115890', '111929', '52891', '58443', '114638', '115892', '55168', '49655', '58441', '115891', '58439']","['115891', '115891', '100953', '100953']"
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",04-10-2023,Sierra Leone,95,9,9,Ghana,96,7,6,Lagos,Nigeria,Ghana,bowl,Ghana,Ghana won by 3 wickets (with 16 balls remaining),58544,"['96946', '114179', '71199', '56697', '96945', '110479', '114178', '65388', '103151', '103154', '60477']","['53196', '65362', '58544', '98599', '98604', '98608', '96940', '98601', '68493', '115973', '53239']","['60477', '60477', '115973', '115973']"
"ICC Men's T20 World Cup Americas Region Final Bermuda, Canada, Cayman Islands, Panama in Bermuda - 2023 (2023/24)",04-10-2023,Panama,86,9,6,Bermuda,89,5,0,Hamilton,Bermuda,Bermuda,bowl,Bermuda,Bermuda won by 5 wickets (with 65 balls remaining),70914,"['115896', '105172', '105180', '56611', '110673', '110676', '114639', '105168', '103704', '105171', '115898']","['57721', '72553', '57707', '70914', '110663', '102188', '106213', '52905', '56873', '72555', '115894']","['115894', '115894']"
"Men's T20 World Cup Sub Regional Asia Qualifier A Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2023 (2023/24)",05-10-2023,Qatar,201,7,8,Maldives,159,10,16,Doha,Qatar,Maldives,bowl,Qatar,Qatar won by 42 runs,97108,"['106396', '61074', '115816', '97108', '115813', '94985', '110507', '106997', '115814', '115811', '115812']","['76721', '76725', '102139', '104231', '65740', '65714', '67351', '70683', '102174', '105732', '65734']","['104231', '104231']"
Serbia in Gibraltar  - 2023 (2023/24),05-10-2023,Serbia,107,5,11,Gibraltar,108,3,11,Gibraltar,Gibraltar,Gibraltar,bowl,Gibraltar,Gibraltar won by 7 wickets (with 35 balls remaining),93957,"['112444', '112553', '106658', '109547', '106656', '106654', '112552', '115984', '106660', '106659', '115983']","['93957', '109868', '62850', '59806', '106746', '103389', '65881', '65832', '109867', '91025', '52739']","['115984', '115984', '115983', '115983']"
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",05-10-2023,Nigeria,155,6,4,Sierra Leone,92,10,10,Lagos,Nigeria,Sierra Leone,bowl,Nigeria,Nigeria won by 63 runs,96952,"['96952', '71168', '59808', '103521', '102144', '71165', '110023', '110309', '102143', '110304', '103139']","['96946', '114179', '71203', '56697', '96945', '110479', '114178', '71196', '103154', '103151', '60477']","['71196', '71196', '71203', '71203']"
"Men's T20 World Cup Sub Regional Asia Qualifier A Kuwait, Maldives, Qatar, Saudi Arabia in Qatar - 2023 (2023/24)",05-10-2023,Saudi Arabia,173,4,12,Kuwait,175,6,8,Doha,Qatar,Kuwait,bowl,Kuwait,Kuwait won by 4 wickets (with 10 balls remaining),104173,"['59737', '79323', '114909', '115820', '114908', '110514', '70981', '115819', '113988', '104241', '110513']","['114904', '61175', '104173', '107566', '79361', '57351', '107575', '112933', '112934', '105796', '105795']",[]
Serbia in Gibraltar  - 2023 (2023/24),05-10-2023,Serbia,82,10,18,Gibraltar,83,3,12,Gibraltar,Gibraltar,Serbia,bat,Gibraltar,Gibraltar won by 7 wickets (with 36 balls remaining),93957,"['112553', '96949', '112444', '106658', '109547', '106656', '106654', '112552', '115983', '106660', '106659']","['93957', '65881', '59807', '59806', '106746', '52739', '65832', '103389', '109868', '91025', '109867']",[]
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",05-10-2023,Rwanda,121,7,17,Ghana,121,10,7,Lagos,Nigeria,Rwanda,bat,,Match tied (Ghana won the Super Over),109780,"['103210', '56713', '97081', '102721', '103222', '109780', '102726', '103212', '79815', '110317', '115971']","['53196', '98607', '58544', '98599', '65362', '98604', '98608', '98601', '96940', '68493', '53239']",[]
Asian Games Men's Cricket Competition in China - 2023 (2023),06-10-2023,Bangladesh,96,9,13,India,97,1,2,Hangzhou,China,India,bowl,India,India won by 9 wickets (with 64 balls remaining),,"['102020', '103806', '80555', '74117', '87075', '91163', '80669', '92095', '92089', '110070', '91357']","['102743', '95094', '104396', '75347', '75591', '74975', '75311', '103588', '94051', '104770', '101430']","['91357', '92095', '103588']"
Asian Games Men's Cricket Competition in China - 2023 (2023),06-10-2023,Pakistan,115,10,17,Afghanistan,116,6,15,Hangzhou,China,Afghanistan,bowl,Afghanistan,Afghanistan won by 4 wickets (with 13 balls remaining),,"['101451', '113015', '97014', '104282', '105502', '75215', '64412', '113080', '79145', '56885', '112957']","['103792', '60436', '53606', '70962', '60460', '79163', '57022', '70961', '84117', '67750', '74917']",[]
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",06-10-2023,Nigeria,129,10,5,Ghana,94,10,6,Lagos,Nigeria,Ghana,bowl,Nigeria,Nigeria won by 35 runs,103139,"['96952', '71168', '59808', '103521', '102144', '71165', '110309', '102143', '110304', '102141', '103139']","['53196', '65362', '58544', '98599', '98604', '96940', '98608', '98601', '68493', '53239', '115973']",[]
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",06-10-2023,Rwanda,154,8,15,Sierra Leone,121,5,9,Lagos,Nigeria,Rwanda,bat,Rwanda,Rwanda won by 33 runs,97081,"['103210', '56713', '97081', '102721', '109780', '110311', '103212', '79815', '102726', '110317', '115971']","['96946', '114179', '60470', '71199', '96945', '56697', '65388', '103154', '114178', '110479', '103151']",[]
Asian Games Men's Cricket Competition in China - 2023 (2023),07-10-2023,Pakistan,48,1,1,Bangladesh,65,4,7,Hangzhou,China,Bangladesh,bowl,Bangladesh,Bangladesh won by 6 wickets (with 0 balls remaining) (DLS method),,"['113015', '75215', '101451', '97014', '107578', '105502', '64412', '113080', '101672', '56885', '112957']","['74117', '87075', '80555', '70873', '80669', '92089', '103806', '91163', '102030', '110070', '91357']",['107578']
Asian Games Men's Cricket Competition in China - 2023 (2023),07-10-2023,Afghanistan,112,5,10,India,,,,Hangzhou,China,India,bowl,,No result,,"['92521', '60436', '53606', '70962', '60460', '79163', '57022', '70961', '84117', '67750', '74917']","['95094', '102743', '104396', '75347', '75591', '74975', '75311', '103588', '94051', '104770', '101430']",['92521']
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",07-10-2023,Rwanda,95,9,8,Nigeria,101,4,10,Lagos,Nigeria,Nigeria,bowl,Nigeria,Nigeria won by 6 wickets (with 10 balls remaining),,"['102721', '56713', '97081', '103210', '110311', '79815', '109780', '115971', '103212', '102726', '110317']","['96952', '71168', '104908', '103521', '102144', '110304', '103139', '102143', '71165', '102141', '110309']",[]
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",07-10-2023,Sierra Leone,110,7,12,Ghana,111,2,15,Lagos,Nigeria,Ghana,bowl,Ghana,Ghana won by 8 wickets (with 19 balls remaining),,"['96946', '114179', '71196', '96945', '56697', '65388', '114178', '110479', '103151', '60477', '71203']","['65362', '98599', '68493', '98604', '98608', '115973', '98601', '98600', '96940', '58544', '98607']",[]
"ICC Men's T20 World Cup Americas Region Final Bermuda, Canada, Cayman Islands, Panama in Bermuda - 2023 (2023/24)",07-10-2023,Canada,132,4,6,Bermuda,93,10,8,Hamilton,Bermuda,Canada,bat,Canada,Canada won by 39 runs,58923,"['112596', '80083', '61997', '84169', '80445', '95122', '56872', '57366', '58923', '51014', '52369']","['57721', '57707', '52905', '70914', '72553', '110663', '106213', '102188', '72555', '56873', '95171']",[]
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",08-10-2023,Sierra Leone,49,10,10,Nigeria,50,1,6,Lagos,Nigeria,Sierra Leone,bat,Nigeria,Nigeria won by 9 wickets (with 77 balls remaining),102141,"['96946', '71196', '60470', '96945', '114178', '71203', '71199', '56697', '65388', '110479', '103151']","['96952', '71168', '104908', '102141', '102143', '110304', '103521', '110309', '103139', '71165', '114176']",[]
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",08-10-2023,Rwanda,107,5,12,Ghana,60,10,13,Lagos,Nigeria,Rwanda,bat,Rwanda,Rwanda won by 47 runs,,"['102721', '56713', '97081', '103210', '110311', '109780', '79815', '115971', '103212', '110317', '102726']","['98599', '65362', '68493', '98604', '58544', '98608', '96940', '98607', '98601', '98600', '115973']",[]
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",10-10-2023,Nigeria,142,6,9,Ghana,60,10,9,Lagos,Nigeria,Nigeria,bat,Nigeria,Nigeria won by 82 runs,96952,"['96952', '71168', '59808', '71165', '102144', '110309', '110304', '102143', '103521', '103139', '102141']","['53196', '98599', '58544', '98604', '68493', '96940', '65362', '98608', '98601', '53239', '115973']",[]
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",10-10-2023,Sierra Leone,109,10,9,Rwanda,107,8,7,Lagos,Nigeria,Sierra Leone,bat,Sierra Leone,Sierra Leone won by 2 runs,114178,"['71196', '114179', '96946', '96945', '114178', '71199', '56697', '65388', '110479', '103151', '60470']","['103222', '56713', '97081', '103210', '109780', '110311', '79815', '103212', '102726', '115971', '110317']",[]
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",11-10-2023,Ghana,109,9,17,Nigeria,110,5,4,Lagos,Nigeria,Nigeria,bowl,Nigeria,Nigeria won by 5 wickets (with 11 balls remaining),102144,"['53196', '65362', '58544', '98599', '98604', '98608', '68493', '96940', '98601', '53239', '115973']","['96952', '71168', '59808', '103521', '110023', '102144', '71165', '102143', '110304', '110309', '102141']",[]
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",11-10-2023,Sierra Leone,77,10,13,Rwanda,78,5,0,Lagos,Nigeria,Sierra Leone,bat,Rwanda,Rwanda won by 5 wickets (with 28 balls remaining),110317,"['96946', '71196', '114179', '96945', '56697', '114178', '71199', '65388', '103151', '60470', '110479']","['102721', '56713', '97081', '103210', '110311', '79815', '115971', '102726', '110317', '103212', '109780']",[]
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",12-10-2023,Nigeria,106,10,14,Sierra Leone,53,10,1,Lagos,Nigeria,Sierra Leone,bowl,Nigeria,Nigeria won by 53 runs,71165,"['96952', '71168', '104908', '59808', '102144', '102143', '110304', '71165', '102141', '110023', '114176']","['71196', '114179', '71203', '96946', '60470', '96945', '103154', '71199', '114178', '103151', '110479']",[]
